epoch,acc,loss,val_acc,val_loss
0,0.38620055197792086,1.699607776424264,0.3606123049749779,1.802001350656621
1,0.4919963201537742,1.422678438246305,0.542537533152549,1.2873480518951395
2,0.529346826130245,1.3061926548439313,0.5123638504913774,1.3590146021383946
3,0.5560625575042801,1.236221426496181,0.5760965557845158,1.1986038643786723
4,0.5791352345928097,1.17882426738739,0.5516632322637621,1.2238240272008498
5,0.5825206991786132,1.1496605366309411,0.6068589932380931,1.08744735541609
6,0.5991168353331671,1.1120009249048488,0.5506329114011782,1.323073221649673
7,0.605446182159294,1.088310452060296,0.5974389166999713,1.1125869809230144
8,0.6110027598907011,1.0679424411392915,0.5899322931998823,1.156934942502922
9,0.6211959521652035,1.0463783341454276,0.5968501619075655,1.1270166053328403
10,0.6257221711142521,1.0344058922221053,0.6374742419606698,1.0004251502281012
11,0.6358049678056746,1.0118456019254156,0.6067118045685044,1.0867919506379566
12,0.6369825207035588,1.0042953632266125,0.6305563732705328,1.0289648641443687
13,0.6418031278770784,0.988763251168638,0.6414483367677363,0.9957278648614533
14,0.6456301747952017,0.9807636818341849,0.6360023550191345,1.0270822977788103
15,0.6523643054321696,0.969047837237645,0.5868413306209035,1.1457952258514592
16,0.6584728610866533,0.9564312367276961,0.6386517515454813,1.0131498542574529
17,0.6546090156437612,0.95593843973988,0.6485133941888739,0.9763280443314212
18,0.6589144434244565,0.9439925980984671,0.6274654106915541,1.0511445717001648
19,0.6617111315613179,0.934849548449512,0.6538121872591137,0.9643792705848914
20,0.6632934682656563,0.9281242168048378,0.6498380924345011,0.968006182636343
21,0.6707267709313562,0.9142863196545823,0.6527818663526641,0.9626562273569026
22,0.6737810487646297,0.9058903944371706,0.6377686193700324,1.0194007544297137
23,0.6740386384588486,0.898750780881164,0.6589637916158991,0.9677813495998703
24,0.6782336706575606,0.8915064697081383,0.6566087724813686,0.978278007372569
25,0.6809567617339175,0.8780767953911284,0.65410656465093,0.9610186806488711
26,0.6828702851929792,0.8811391538288359,0.6496909037736854,0.9938199029166733
27,0.6874701011992422,0.8680005333767973,0.6570503385340006,0.9786043794568511
28,0.6887580496823996,0.8673151362501599,0.6642625846685927,0.9525502495531268
29,0.6876908923686922,0.8622694613852409,0.651751545481307,0.9892833742773951
30,0.6893100276010894,0.8556680781926819,0.6529290550836648,0.9535085942628
31,0.6951977920927032,0.8515645591293658,0.6641153959200458,0.9342399364995858
32,0.6981784728621823,0.8442515835064535,0.6596997350428011,0.9444105027176052
33,0.6977736890546312,0.8393934234941126,0.6601413011480718,0.9602251237794024
34,0.7011959521641069,0.830076157404067,0.6654400942358579,0.9358911274600317
35,0.7018215271454945,0.8265209029591621,0.667206358534117,0.915023525567626
36,0.7034038638498329,0.8195615302013934,0.6695613777212862,0.9597172902056424
37,0.7070469181243717,0.8148672339273574,0.6379158081010331,1.0279307789686045
38,0.7072309107646662,0.8109164409409342,0.6772151898558715,0.9124774804422706
39,0.7114627414947271,0.8041781230376418,0.6726523403353575,0.9146191171242414
40,0.707893284273016,0.8024896630192417,0.6789814542594081,0.9419751780012758
41,0.7126402943915146,0.794514767564319,0.6551368854871946,0.9415469265770203
42,0.7157313707517503,0.7970783637967149,0.655725640253281,0.9750947669424799
43,0.7177552897949886,0.7851727610415237,0.6498380924345011,0.9826627399839301
44,0.7193744250273858,0.7822633025420294,0.661465999393699,0.9588496132496352
45,0.7184176632956616,0.787428029002459,0.6614659994463378,0.974983941150617
46,0.7234958601677868,0.7731640115119826,0.6586694142240828,0.9680308932797643
47,0.7238270469247033,0.7669011044304855,0.6761848689845144,0.9390958398098029
48,0.7246366145419987,0.7651862898241409,0.6619075654814234,0.9838875228249048
49,0.7428150874008909,0.7169605618983973,0.6919340594466868,0.8773019997063615
50,0.7544066237394373,0.6921297174566036,0.6907565498794217,0.880358074144437
51,0.7584544618226238,0.6780885229093171,0.6923756255344113,0.8735100038619402
52,0.7607359705677577,0.6723835354763757,0.6898734177039727,0.8861414244991209
53,0.7609567617361109,0.6710504914558362,0.6957609655402989,0.8909773472515597
54,0.7601839926468745,0.6679932685192287,0.6944362672771255,0.8830170433837805
55,0.7627966881335714,0.6630491015312314,0.6923756255344113,0.8836483919238005
56,0.7659613615521182,0.6589538418446096,0.696791286411656,0.8885351886179365
57,0.7674701011970488,0.6539640778012525,0.6919340594466868,0.8901935693338263
58,0.7729898804091705,0.6465241034730597,0.6937003237975847,0.890249076435627
59,0.7664765409427492,0.6508186605992181,0.696791286411656,0.8875015069359641
60,0.7703771849137002,0.6422080313007877,0.6938475124934929,0.8914103405876374
61,0.7711867525342855,0.6414020785960782,0.6937003237975847,0.8978059311491411
62,0.772842686296935,0.637981523559416,0.6970856638034723,0.8860560703319699
63,0.7740938362465501,0.6325082050745051,0.6969384751075641,0.8852669472970927
64,0.7745354185898368,0.6345491517259094,0.6960553429321152,0.8861973110563376
65,0.774167433309248,0.6345194695427973,0.6956137768443907,0.885806690393773
66,0.7714075437004454,0.6388062977823733,0.696791286411656,0.885186759555975
67,0.7770377184956471,0.629047395500878,0.6950250220607581,0.8866238199966179
68,0.7757865685394518,0.629614955830596,0.6972328524993805,0.8860378063247946
69,0.7751977920927032,0.6319148236321218,0.6964969090198396,0.8862677919257554
70,0.77464581417182,0.6353977024522306,0.6956137768443907,0.8887185662291771
71,0.7763017479366628,0.6310902038361901,0.6957609655402989,0.8855050071955499
72,0.7766329346848061,0.6291429404150815,0.6964969090198396,0.887684581137279
73,0.7778104875870768,0.6276118125757605,0.695908154236207,0.887360395281884
74,0.7750873965085265,0.6275218925721731,0.6969384751075641,0.8879057776763013
75,0.7781784728676656,0.6281298349664753,0.696791286411656,0.8871802948908768
76,0.7743514259495423,0.6326887276157285,0.6966440977157479,0.8870763929233433
77,0.7758601655977629,0.6265730858397461,0.6976744185871049,0.887863889911226
78,0.777957681697119,0.628245068951934,0.6957609655402989,0.8862825475582699
79,0.7756025758980608,0.6304993829095484,0.696791286411656,0.8857858679664461
80,0.7753081876741381,0.6312889727738985,0.6970856638034723,0.8864404257866155
81,0.7755289788452331,0.6274625734769651,0.6962025316280234,0.8871628853514646
82,0.775234590617472,0.6291347618725942,0.6962025316280234,0.8871948822196666
83,0.7763385464625284,0.6281578794903128,0.6962025316280234,0.8863672631819318
84,0.7731370745192127,0.6319626267557311,0.697821607283013,0.886797563132027
85,0.7775528978906647,0.6239185370297857,0.6966440977157479,0.8852801298372248
86,0.7771849126078826,0.625299933502843,0.6969384751075641,0.889143333808443
87,0.7765225391028228,0.6314475703469744,0.6956137768443907,0.8864509996541079
88,0.7774425023064881,0.6287827685368423,0.6970856638034723,0.8871430956969937
89,0.7754553817891153,0.6292951111740878,0.695908154236207,0.8887999410098674
90,0.7784360625640778,0.6285671196141809,0.6964969090198396,0.8862890294274057
91,0.7735786568581126,0.6291305197820602,0.6973800411952886,0.8859833684218853
